Qvector_A	Intensity	Uncertainty
0.0001180364040605145	1791497.457942648	76225.68849047486
0.0001264254343673286	1898445.389767108	248287.2331756692
0.000130638267055401	1869083.640158077	515976.8636822884
0.0001348619371209266	1842137.659573897	659565.7048552649
0.000139096348829002	1825231.559283498	513265.1546199669
0.0001433414105518669	1819693.559804432	252028.1185214662
0.0001475970344815226	1816600.482974523	106602.501769449
0.000151863136372046	1838566.54174428	76538.19913728311
0.0001561396353040094	1791347.269092197	75242.28542950135
0.0001604264534726566	1774078.725002423	74184.46189329815
0.0001647235159929058	1766811.924674448	72943.90726900875
0.0001690307507215099	1758500.133674731	70183.84538799622
0.000173348088095384	1732710.502879872	65893.13866992622
0.0001798441327619921	1691102.171205017	62904.97065301321
0.0001863600561009683	1655162.3403514	63268.04483945316
0.0001907171550365929	1644093.011351218	64622.78664752487
0.0001950840426665259	1629520.241289582	63512.7129465485
0.0001994606621499931	1599007.073931627	60257.12782347271
0.0002060449181814	1586174.251013041	58176.1838734288
0.0002126483690230979	1569470.858973094	58609.47619568535
0.0002170633812131134	1553083.376176368	58857.49431372769
0.0002214878656296624	1521435.397261525	57013.69766473052
0.0002281434185161649	1505082.236807429	55480.50098734879
0.0002348176833385827	1472175.764632921	56201.17413062612
0.0002392795940748168	1458100.859661819	56742.33935858198
0.0002437507518686157	1445187.21083623	54720.49182754727
0.0002504758793504977	1420509.514060119	51694.22150853724
0.0002572192974162685	1392287.887075859	50180.22866807637
0.000263985433563922	1364809.56935681	50530.37897386758
0.0002707696319755298	1351109.846447246	51185.58449891092
0.0002753044121563525	1340713.43865369	50460.40376366655
0.0002821244493122265	1309973.725224922	48699.73287047613
0.0002889622686554537	1285217.404341354	47448.75693649026
0.0002958221926377736	1270817.689608961	46939.24140651299
0.0003026997048676778	1261500.185255831	46514.07217507136
0.0003095990871613315	1228219.890812074	45986.18774371893
0.0003165158760225299	1201863.87700649	45477.18454375161
0.0003234543149271195	1188496.066545214	45076.11816983403
0.0003304099897891656	1168532.976809817	44922.41834803691
0.0003373871078429698	1147820.359510021	45035.10981754641
0.0003443813012780693	1141362.068599379	45011.78062330997
0.0003513967430160734	1112388.926310583	44295.52456518356
0.0003584291086904122	1087446.149148887	42663.70541462929
0.0003654825386816368	1062728.636801691	40862.06627715169
0.0003749150609349105	1037446.247480554	40074.71041379057
0.0003820103288978747	1021515.78079136	39842.12389162375
0.000389126376289548	1008112.615608969	39130.37629591805
0.0003986420202956773	973179.7651044809	38536.95626781513
0.0004057993607039293	957650.9207210012	38280.26823851963
0.0004129772197313671	940565.0898944254	37815.59040205971
0.0004225749417453006	910724.9530934429	37628.28976797485
0.0004297935938400031	907736.2974518497	37356.80067997288
0.000437032524799415	889035.1703396562	35703.54896712502
0.0004467113653819078	865024.7190642827	33381.39773879805
0.0004564224016750955	848019.8114174183	32146.48210820789
0.0004661654964920513	824306.5907264632	32539.30957381806
0.0004759405167973694	804154.983504553	33849.46542025321
0.0004832916646605592	798211.790363347	34388.54470446687
0.000490662626238667	774775.3685817871	33091.05707682719
0.0005005169038061447	754706.4239860584	31058.41025455076
0.00051040267130883	731209.6902161506	29772.09826321479
0.0005203198122194054	717392.2999690251	29226.18331488697
0.0005302682132583567	701804.7869816797	28799.55944237675
0.000540247764258532	676105.4864051399	28307.76535332981
0.000550258358039927	658621.1201999118	27819.47264635782
0.0005602998902902458	644955.4453649843	27357.46189545892
0.0005703722594512354	627246.3214933655	26844.58731609283
0.000580475366613433	606908.7096789852	26032.76105368345
0.0005906091154135532	573549.1771300347	24917.47566572163
0.0006033208334516756	564433.440261193	24173.79820493563
0.0006160769340773579	557700.3341313615	24280.37021012983
0.000626317204342421	525446.3879704599	24643.48934652997
0.0006365877116827328	530658.2490038413	24382.97132843075
0.0006468883721602045	515585.6832116783	23482.78627628844
0.0006598080369830307	488030.8042813293	22779.43311530562
0.0006727714104080773	484680.4103761385	22745.9256465274
0.0006831769742113099	470364.1000992529	22696.812179964
0.0006936123372954823	458576.35408902	21946.1237838773
0.0007066998777807628	432167.9355044812	20902.9455935955
0.0007198306372330375	428653.1482614118	20249.39172995151
0.0007330106443661581	402605.4179912555	20079.76182747925
0.000746233619338451	402772.4998852262	20032.21302785729
0.0007568462867276148	386180.6825390082	19690.89484446378
0.0007701548627118468	368521.1618748971	19062.79805793626
0.0007835060773891385	364250.5423500633	18469.55566338492
0.0007969058944542949	341227.4867851481	17953.99363828486
0.000810348129809514	336788.7026385072	17326.80037976286
0.000823838722214025	320065.2177623491	16648.97191911942
0.0008400853060956918	303155.5080180009	15972.20648759282
0.0008536722388288386	302214.6584914961	14588.57623748567
0.0008764529079387873	281722.6952033906	11848.23618094016
0.0009057168587603507	270442.8413647556	8639.784043852698
0.0009112329036339938	270278.8349948419	6329.326744230517
0.0009167560811123809	258366.4103965948	5001.284417256394
0.0009278261819137164	254300.2927886467	4116.753282431416
0.0009444811182046306	243574.8238948648	3562.887122504913
0.0009584075608218578	240139.3620034832	3299.470919183153
0.000972381230553778	226123.606412334	3107.59322430359
0.0009892061876649514	219141.1022538239	2906.098873281174
0.001006094636880524	209061.8513288597	2749.660903978134
0.001023046439501477	200021.557251947	2638.559870194897
0.001040061460633705	190645.9675318904	2539.316922718305
0.001057139569055378	183300.3901653812	2441.69498278887
0.001074280637090797	174687.0103898375	2344.935685721565
0.001091484540490177	165714.9780163243	2249.733755935434
0.001108751158315386	158699.606893172	2156.082749383889
0.001126080372828633	150274.7423514128	2053.55020845078
0.001143472069390635	144517.3351465782	1939.014091480321
0.001163843220786497	138102.7365302986	1840.63375216208
0.001184295058746189	129324.03931622	1779.453455550836
0.001201894238634597	124846.6914937167	1725.406587439834
0.001219555437246703	120183.7070013628	1645.912208891049
0.001240240423826309	113706.8895678819	1560.358719760938
0.001261005529279519	106249.3098891764	1493.473200918378
0.001278872750992903	102425.1139692253	1430.944807164035
0.00129979769108711	97914.01781033028	1360.547737143363
0.00132080235436024	92829.8603342344	1294.947028562252
0.001341894569326527	87717.4644904102	1240.83062415827
0.001363066249684438	84360.84673370799	1190.817096925961
0.001384325206352779	79547.3303954927	1136.905553835098
0.001405663385270446	75229.28393735085	1075.01205654344
0.001427088580706026	70839.12956674233	1011.59978000136
0.001451673813708844	66824.73548534873	959.109483589913
0.001473272655459574	62587.20343260669	912.7270722366633
0.001494958134673706	59133.70381222854	857.4476715565067
0.001519840414812595	55271.94226421954	797.5363286159424
0.001544830412036318	52005.19515026936	748.1703027727367
0.001569927974444863	48810.54833303569	715.0093677002953
0.001595132955026252	45105.17010639326	693.5016131469655
0.001617273364196755	43518.82643121739	669.3337537782401
0.001639499720640661	40464.98907603067	631.0753203485353
0.001664999381216433	37794.93036578392	584.8110736169275
0.001690605949542668	35847.54084049904	542.5609284723093
0.001719543470000395	33580.76581266192	510.5556616274903
0.00174861096431788	31592.42679830482	489.6533796282053
0.001774564134334947	29664.24169633687	473.8984006822159
0.001800623704515995	28128.55579233232	455.9245648973094
0.00182678956538916	26368.08059047935	433.8383209177249
0.001853061611042425	25471.35016354765	408.9995430172048
0.001882746942647993	23736.18362142024	384.4366499870544
0.001912561426595663	22101.40287636262	364.1357992582975
0.001942514857105728	21234.02506149646	349.4413570523201
0.001972597183631942	19654.25547823088	336.555353033007
0.001999451501927367	18890.98981260975	319.7276285882518
0.002029791274829361	17550.30022293548	299.8728471504655
0.002063655957230883	16712.40888430242	283.3621219853171
0.002094272496307479	15457.10598740914	270.7728334014018
0.002125027242320802	14894.85124289566	258.7768394139471
0.002159352619935516	13930.91212129665	247.9926994264357
0.002190383450781546	13191.93189367673	238.3341386268029
0.002221552168460019	12613.27385408098	227.1279000171005
