Qvector_A	Intensity	Uncertainty
0.0001429784079236324	1389490.372358196	72258.17610107506
0.0001514966130082156	1263428.999182865	195500.7303671596
0.0001557731119401795	1207841.021276052	369719.1432657088
0.0001600599301088273	1189276.361801507	460648.3457810536
0.000164356992629077	1141824.74855751	365958.3123492777
0.0001686642273576817	1138197.083764401	197779.5307040442
0.0001729815647315564	1108106.308091824	103399.793113521
0.0001773089376183137	1073707.624504494	82713.18390977797
0.0001816462811780171	1060983.256085825	80702.48107384008
0.0001859935327371426	1045915.290400502	79098.12519817048
0.0001903506316727679	1028431.651768971	76836.50900180769
0.0001947175193027015	982172.57006156	72318.18556876409
0.0001990941387861695	942935.4133685631	66026.402884485
0.0002056783948175775	903776.4866528875	61259.15299451323
0.0002122818456592765	863060.4875655548	60338.19769496586
0.0002166968578492927	851161.3437355874	61307.98632764748
0.0002211213422658424	837352.6482713677	60478.89432782058
0.0002255552513709229	825396.1357001225	57131.50067265784
0.0002322248494542673	783865.4307885907	54184.37179674732
0.0002389130707110002	768997.2159204117	53707.63175369319
0.0002433842285048	738723.8120273516	53658.32862628033
0.000247864591815884	726305.9967801848	51789.07871482726
0.0002546034471049692	702068.2318130893	49520.20336326132
0.0002613605149936971	668332.8582913082	48352.87615184564
0.0002658773054065237	664924.9802711273	47308.32509896752
0.0002726704987021315	634302.1150044253	46251.96892048634
0.0002794816109623917	613115.9279221415	45839.05817611025
0.0002840342409344462	602708.8800746104	45106.98624021935
0.0002908809183264691	576822.5770645338	43477.50525642118
0.0002977452471866479	553589.1469370931	40361.53309145007
0.0003023331815038751	540447.1193378642	33370.87215837004
0.0003254034817862255	510829.2898077953	23186.57243586929
0.0003300434664253701	488646.0682440309	14997.37411682355
0.0003346920282347778	479172.0601426128	11504.86880478393
0.0003393491407235743	471159.4663649961	10775.45352300363
0.0003440147779142775	465636.5793073527	10629.33168778095
0.0003486889143296011	454390.9089274881	10407.57728291294
0.0003533715249749661	449562.0272668964	9938.301525615079
0.0003580625853266244	432697.1557519918	9210.788664506039
0.0003651160153178511	415178.431473691	8482.415722605343
0.0003721862261401166	402309.4096795581	7986.054918076698
0.0003792773272681162	388406.7426066874	7654.260917708591
0.0003863850737607221	373110.946494998	7275.80809436971
0.0003935135456990725	363718.8933954244	6863.987391283882
0.0004030456859483157	347640.5059490194	6611.94936145069
0.0004102153475040708	337042.6028962047	6441.544457741412
0.0004174054781309895	323877.2652808166	6170.32391817781
0.0004270194981042235	308891.8040882241	5917.486382299692
0.0004342503267068929	298866.6343399676	5709.636571778594
0.0004415013885212384	287476.8918094372	5377.826061079367
0.000451196344374682	272674.0526769228	5068.929279961923
0.0004609234268140647	261796.6864287005	4998.484258323939
0.0004682387436600181	255706.669283282	4951.070631602066
0.0004755739934336213	243257.0918173828	4670.622949450879
0.000485380810154362	233440.515151292	4287.8502156862
0.0004952192980031906	224327.4713816902	4010.812551073444
0.0005050893353125916	211952.2973493017	3862.434697041572
0.000514990803878802	203774.6553196888	3849.149398006118
0.0005249235888159754	191966.6973434406	3946.817430766198
0.0005323926889924353	185546.5674870272	3942.15446296802
0.0005398812408948103	175495.6901665388	3682.032449059734
0.0005498918346762097	168969.8457589303	3324.888401554221
0.0005599333669265332	160468.4051050039	3069.11211591324
0.0005700057360875274	151676.1196302958	2911.244987215107
0.0005801088432497293	139988.8349529681	2778.047176710095
0.0005902425920498546	131736.6537341086	2630.153126808902
0.0006004068885770914	126332.8879075948	2462.537614393387
0.0006131566581790365	120294.5996190978	2326.213205322786
0.0006259506809787399	111035.8874918409	2267.897265918533
0.0006362211883190569	106807.0025372442	2250.840341708968
0.0006465218487965341	101838.7427112236	2206.073381545646
0.000656852580480462	96253.53489411024	2106.141047280206
0.0006672133033764068	91627.15923542874	1973.812545588256
0.0006802078163095077	85285.23214081404	1868.603701046097
0.000693245813931837	81583.75668246699	1818.420085789951
0.0007037109025879551	77140.68713972182	1767.948657054989
0.0007142056447737248	71813.49096369282	1668.033984224107
0.0007273672019449297	65406.35698519637	1552.071408788535
0.0007405717760683005	63176.4019059502	1467.854994854655
0.0007538253733269107	58140.61303312978	1417.748762819683
0.0007671217472824546	52962.36108479707	1377.102625970377
0.0007777929846471915	50943.57013258999	1321.222731613465
0.0007911745915439643	46897.07889091486	1250.725870728172
0.0008045986598836296	45601.83179684579	1185.189319166513
0.0008180711333183774	39945.050493828	1130.3360435945
0.0008315858568710448	37841.47031029128	1080.895728971566
0.0008451487501891833	34835.64415712125	1033.419175427037
