,Sample UUID,Sample Name,Sample reference number in manuscript,TEOS volume fraction,Ammonium hydroxide volume fraction,Water volume fraction,Ethanol volume fraction,CTAB concentration [mg/mL],Pluronic F127 concentration [mg/mL],Reduced USAXS filename,Unreduced USAXS filename,SAXS filename
0,5dfdbe5e-3f38-44de-b9db-65c72c27f02e,SobolBatch_control_1,,0.017380730715658967,0.048290341,0.6300414079040331,0.3042875199416756,2.8607702550000003,10.22299974,2_5dfdbe5e-3f38-44de-b9db-65c72c27f02e_A3_1_2036.dat,A3_1_2036.h5,None
1,93780a39-35f5-4c85-963b-2fde66396c78,SobolBatch_control_2,,0.017380730715658967,0.048290341,0.6300414079040331,0.3042875199416756,2.8607702550000003,10.22299974,3_93780a39-35f5-4c85-963b-2fde66396c78_A4_1_2037.dat,A4_1_2037.h5,04247_A4-T2_93780a39-35f5-4c85-963b-2fde66396c78_000_sub_merged_merged.dat
2,00afc63f-86d3-41a0-9f37-8d56c6d1abfd,SobolBatch_control_3,,0.017380730715658967,0.048290341,0.6300414079040331,0.3042875199416756,2.8607702550000003,10.22299974,4_00afc63f-86d3-41a0-9f37-8d56c6d1abfd_A5_1_2038.dat,A5_1_2038.h5,04250_A5-T2_00afc63f-86d3-41a0-9f37-8d56c6d1abfd_000_sub_merged_merged.dat
3,83caa81b-c9ac-4b2f-b7b6-97a05c42f277,SobolBatch_1,,0.029078077091369777,0.071549426,0.6354769690199755,0.2638955280184746,2.637287873774767,1.3719503860920668,5_83caa81b-c9ac-4b2f-b7b6-97a05c42f277_A6_1_2039.dat,A6_1_2039.h5,04251_A6-T2_83caa81b-c9ac-4b2f-b7b6-97a05c42f277_000_sub_merged_merged.dat
4,285271f3-055d-4edd-9cdd-3322ed1140ed,SobolBatch_2,,0.025944420353509492,0.021720242081210022,0.7489574261168019,0.20337791144847875,1.6721469024196267,3.994887499138713,6_285271f3-055d-4edd-9cdd-3322ed1140ed_A7_1_2040.dat,A7_1_2040.h5,04254_A7-T2_285271f3-055d-4edd-9cdd-3322ed1140ed_000_sub_merged_merged.dat
5,8f86f557-5b97-4a80-b8da-55a55056d4b5,SobolBatch_3,,0.031001410244032742,0.052811222150921835,0.6071302227843552,0.3090571448206902,5.551016453653574,10.800499990582466,7_8f86f557-5b97-4a80-b8da-55a55056d4b5_A8_1_2041.dat,A8_1_2041.h5,04257_A8-T2_8f86f557-5b97-4a80-b8da-55a55056d4b5_000_sub_merged_merged.dat
6,0491adba-e277-4475-aee0-af111005fd40,SobolBatch_4,,0.020016697,0.079235765,0.585395571,0.31535196695476775,1.3229657765477896,12.437266381457448,8_0491adba-e277-4475-aee0-af111005fd40_B1_1_2042.dat,B1_1_2042.h5,04260_A9-T2_0491adba-e277-4475-aee0-af111005fd40_000_sub_merged_merged.dat
7,586e06c8-0f02-43a3-9f2f-81e46d43ef64,SobolBatch_5,,0.010111058187205344,0.030637346,0.7370727562061512,0.2221788400784135,6.458395618014038,2.357205916196108,9_586e06c8-0f02-43a3-9f2f-81e46d43ef64_B2_1_2043.dat,B2_1_2043.h5,04263_A10-T2_586e06c8-0f02-43a3-9f2f-81e46d43ef64_000_sub_merged_merged.dat
8,0ac06a89-aaee-42bd-b133-7ce04e6bf11f,SobolBatch_6,,0.003544947,0.045202685,0.6934639806868508,0.2577883878722787,6.864349385723472,7.235642094165086,10_0ac06a89-aaee-42bd-b133-7ce04e6bf11f_B3_1_2044.dat,B3_1_2044.h5,04266_A11-T2_0ac06a89-aaee-42bd-b133-7ce04e6bf11f_000_sub_merged_merged.dat
9,6ccabe6a-7601-4172-9afb-6028e52b540f,SobolBatch_7,,0.016880814,0.025022005578503016,0.603223154,0.3548740262165667,2.8506398228928447,7.9112903494387865,11_6ccabe6a-7601-4172-9afb-6028e52b540f_B4_1_2045.dat,B4_1_2045.h5,04269_A12-T2_6ccabe6a-7601-4172-9afb-6028e52b540f_000_sub_merged_merged.dat
10,a28ca6e8-5b6d-4d46-a3d1-69adf978666f,SobolBatch_8,,0.038928754388354726,0.025822766302153473,0.6149835166214035,0.32026496268808846,4.880162484943867,0.4883077461272478,12_a28ca6e8-5b6d-4d46-a3d1-69adf978666f_B5_1_2046.dat,B5_1_2046.h5,04272_B1-T2_a28ca6e8-5b6d-4d46-a3d1-69adf978666f_000_sub_merged_merged.dat
11,f2abcc4b-a35e-4ca7-9c30-dc187315c057,SobolBatch_9,,0.034075251,0.076198838,0.530021382,0.3597045291215182,3.946847734041512,5.336316050961614,13_f2abcc4b-a35e-4ca7-9c30-dc187315c057_B6_1_2047.dat,B6_1_2047.h5,04275_B2-T2_f2abcc4b-a35e-4ca7-9c30-dc187315c057_000_sub_merged_merged.dat
12,33751e55-4c10-44a5-b19d-41f69614c062,SobolBatch_10,,0.03239091,0.042655942,0.691072259,0.2338808886706829,3.033938399516046,22.22397169098258,14_33751e55-4c10-44a5-b19d-41f69614c062_B7_1_2048.dat,B7_1_2048.h5,04278_B3-T2_33751e55-4c10-44a5-b19d-41f69614c062_000_sub_merged_merged.dat
13,c5ce72e5-18c6-44cb-b802-1ee061e79d7c,SobolBatch_11,8,0.011599579157307744,0.02037506,0.696444314,0.2715810475870967,3.5977028850466013,11.923006055876613,15_c5ce72e5-18c6-44cb-b802-1ee061e79d7c_B8_1_2049.dat,B8_1_2049.h5,04281_B4-T2_c5ce72e5-18c6-44cb-b802-1ee061e79d7c_000_sub_merged_merged.dat
14,adaea14a-020d-4c48-969b-22082efaa360,SobolBatch_12,,0.006743846,0.075135715,0.7071700179749167,0.21095042061060668,5.093482448719442,8.919898895546794,16_adaea14a-020d-4c48-969b-22082efaa360_C1_1_2050.dat,C1_1_2050.h5,04284_B5-T2_adaea14a-020d-4c48-969b-22082efaa360_000_sub_merged_merged.dat
15,cd68d12d-ea08-41fe-9fa3-5bc3d19ca2b4,SobolBatch_13,,0.036105459,0.06158774,0.6032665748242289,0.29904022589325907,1.1525203455239534,17.34690522775054,17_cd68d12d-ea08-41fe-9fa3-5bc3d19ca2b4_C2_1_2051.dat,C2_1_2051.h5,04287_B6-T2_cd68d12d-ea08-41fe-9fa3-5bc3d19ca2b4_000_sub_merged_merged.dat
16,771f50cf-950d-4109-abb4-9f9448a7bd0c,SobolBatch_14,,0.035587703,0.010376585656777024,0.7323479589079507,0.22168775238096716,3.994388765655458,10.773846711963415,18_771f50cf-950d-4109-abb4-9f9448a7bd0c_C3_1_2052.dat,C3_1_2052.h5,04290_B7-T2_771f50cf-950d-4109-abb4-9f9448a7bd0c_000_sub_merged_merged.dat
17,2a9314bf-982c-4890-8572-e8f337974424,SobolBatch_15,,0.006263971,0.032965085,0.6771676693707704,0.28360327500849963,2.3036930058151484,15.463668582960963,19_2a9314bf-982c-4890-8572-e8f337974424_C4_1_2053.dat,C4_1_2053.h5,04293_B8-T2_2a9314bf-982c-4890-8572-e8f337974424_000_sub_merged_merged.dat
18,74cf78f3-80a0-42f1-b2b4-57440d3d9296,SobolBatch_16,,0.012257542056497183,0.051622406505048284,0.6872170434468425,0.24890300799161197,1.8647627523168921,19.961705831810832,20_74cf78f3-80a0-42f1-b2b4-57440d3d9296_C5_1_2054.dat,C5_1_2054.h5,04296_B9-T2_74cf78f3-80a0-42f1-b2b4-57440d3d9296_000_sub_merged_merged.dat
19,9f37e277-1e73-4eb9-a857-2d6fe238f274,SobolBatch_17,,0.033015448,0.065409639,0.6403652084413916,0.2612097043544055,4.6782614309340715,13.394262548536062,21_9f37e277-1e73-4eb9-a857-2d6fe238f274_C6_1_2055.dat,C6_1_2055.h5,04302_B10-T2_9f37e277-1e73-4eb9-a857-2d6fe238f274_000_sub_merged_merged.dat
20,6dde1870-e4c4-4292-b873-c65e90257639,SobolBatch_18,1,0.008312002,0.018011153,0.6036164280525409,0.37006041686981916,5.027849246747792,6.853349693119526,22_6dde1870-e4c4-4292-b873-c65e90257639_C7_1_2056.dat,C7_1_2056.h5,04305_B11-T2_6dde1870-e4c4-4292-b873-c65e90257639_000_sub_merged_merged.dat
21,1c775223-74ff-4c55-9018-cc6c61ad0bb5,SobolBatch_19,,0.005737521,0.068661702,0.616058084,0.30954269301146264,3.7814412266016006,2.3257750645279884,23_1c775223-74ff-4c55-9018-cc6c61ad0bb5_C8_1_2057.dat,C8_1_2057.h5,04308_B12-T2_1c775223-74ff-4c55-9018-cc6c61ad0bb5_000_sub_merged_merged.dat
22,b868fcd1-5112-4d16-9894-e09a60b6f861,SobolBatch_20,,0.038804433,0.040600139,0.6485296216262504,0.272065806,5.765499515458942,4.956898530945182,24_b868fcd1-5112-4d16-9894-e09a60b6f861_D1_1_2058.dat,D1_1_2058.h5,04311_C1-T2_b868fcd1-5112-4d16-9894-e09a60b6f861_000_sub_merged_merged.dat
23,2a5fedcc-7647-475d-823a-2ed8541dd082,SobolBatch_21,,0.027749833796173334,0.069512698,0.5371261820793151,0.3656112864613533,1.7690943581983445,9.895235784351826,25_2a5fedcc-7647-475d-823a-2ed8541dd082_D2_1_2059.dat,D2_1_2059.h5,04314_C2-T2_2a5fedcc-7647-475d-823a-2ed8541dd082_000_sub_merged_merged.dat
24,a9cf5a76-d5b7-40ab-889a-d21648ad39dd,SobolBatch_22,,0.022334929573815315,0.015026531452313065,0.6576577960425056,0.304980743,2.4211409371346235,14.745307601988316,26_a9cf5a76-d5b7-40ab-889a-d21648ad39dd_D3_1_2060.dat,D3_1_2060.h5,04317_C3-T2_a9cf5a76-d5b7-40ab-889a-d21648ad39dd_000_sub_merged_merged.dat
25,5afc4fb5-83e3-457d-b446-53fd5a820e91,SobolBatch_23,3,0.0345218,0.054891009,0.7030522032077424,0.2075349882245064,7.539268250577152,0.4611536767333746,27_5afc4fb5-83e3-457d-b446-53fd5a820e91_D4_1_2061.dat,D4_1_2061.h5,04320_C4-T2_5afc4fb5-83e3-457d-b446-53fd5a820e91_000_sub_merged_merged.dat
26,1578a12f-5097-4dd2-ae56-00cccf52c97e,SobolBatch_24,2,0.018706268423236905,0.064014222,0.7035458299173043,0.21373367998749018,2.770688050426543,6.315747108310461,28_1578a12f-5097-4dd2-ae56-00cccf52c97e_D5_1_2062.dat,D5_1_2062.h5,04323_C5-T2_1578a12f-5097-4dd2-ae56-00cccf52c97e_000_sub_merged_merged.dat
27,2cf95279-ab9a-4243-8bef-f56f31c101ec,SobolBatch_25,,0.011368011808022856,0.041655121715739374,0.6232913252860306,0.3236855411902071,6.63170388,8.887967477,29_2cf95279-ab9a-4243-8bef-f56f31c101ec_D6_1_2063.dat,D6_1_2063.h5,04326_C6-T2_2cf95279-ab9a-4243-8bef-f56f31c101ec_000_sub_merged_merged.dat
