,Sample UUID,Sample Name,Sample reference number in manuscript,TEOS volume fraction,Ammonium hydroxide volume fraction,Water volume fraction,Ethanol volume fraction,CTAB concentration [mg/mL],Pluronic F127 concentration [mg/mL],Reduced USAXS filename,Unreduced USAXS filename,SAXS filename
28,700aac34-3c22-475d-a2cc-8a678987fb32,SobolBatch_control_4,,0.017380730715658967,0.048290341,0.6300414079040331,0.3042875199416756,2.8607702550000003,10.22299974,30_700aac34-3c22-475d-a2cc-8a678987fb32_D7_1_2064.dat,D7_1_2064.h5,04329_C7-T2_700aac34-3c22-475d-a2cc-8a678987fb32_000_sub_merged_merged.dat
29,12a96120-2070-4ab8-8cdf-276e0f8b7561,SobolBatch_26,,0.013289134106133136,0.013910569,0.7196269667292945,0.25317332986742264,1.556174647063017,3.3137807808816433,31_12a96120-2070-4ab8-8cdf-276e0f8b7561_D8_1_2065.dat,D8_1_2065.h5,04332_C8-T2_12a96120-2070-4ab8-8cdf-276e0f8b7561_000_sub_merged_merged.dat
30,15e24250-2390-45c8-a4dd-a39b20cf38dd,SobolBatch_27,,0.007258628,0.044762698,0.7011984677799046,0.24678020551800733,3.255832220427692,4.453861238434911,32_15e24250-2390-45c8-a4dd-a39b20cf38dd_E1_1_2066.dat,E1_1_2066.h5,04335_C9-T2_15e24250-2390-45c8-a4dd-a39b20cf38dd_000_sub_merged_merged.dat
31,b50287e7-3275-4b84-9de0-60d13afcffce,SobolBatch_28,5,0.01095981,0.059463696,0.6432624033153989,0.28631409034132954,5.417367292568088,1.832197280600667,33_b50287e7-3275-4b84-9de0-60d13afcffce_E2_1_2067.dat,E2_1_2067.h5,04338_C10-T2_b50287e7-3275-4b84-9de0-60d13afcffce_000_sub_merged_merged.dat
32,66b8c7b4-ffa8-47d0-88a8-74a06afd2ba9,SobolBatch_29,,0.031764543,0.073020214,0.6712074784990401,0.2240077642723918,1.4788685468956828,25.280133672058582,34_66b8c7b4-ffa8-47d0-88a8-74a06afd2ba9_E3_1_2068.dat,E3_1_2068.h5,04341_C11-T2_66b8c7b4-ffa8-47d0-88a8-74a06afd2ba9_000_sub_merged_merged.dat
33,e49e50c7-bcda-4ce1-b4bb-e8ce6b484605,SobolBatch_30,,0.034715105,0.037084199758246554,0.533232458,0.39496823716908697,4.641953834332525,8.388559548184276,35_e49e50c7-bcda-4ce1-b4bb-e8ce6b484605_E4_1_2069.dat,E4_1_2069.h5,04344_C12-T2_e49e50c7-bcda-4ce1-b4bb-e8ce6b484605_000_sub_merged_merged.dat
34,ef348dc4-8ad3-4204-a7c6-e8246395331e,SobolBatch_31,,0.00927547,0.023553315,0.6599002753808164,0.3072709400206804,1.8325817175209522,18.697877582162622,36_ef348dc4-8ad3-4204-a7c6-e8246395331e_E5_1_2070.dat,E5_1_2070.h5,04347_D1-T2_ef348dc4-8ad3-4204-a7c6-e8246395331e_000_sub_merged_merged.dat
35,d369e1df-1e7e-497f-9f6e-457a4537dae3,SobolBatch_32,,0.027654486163984977,0.018344393,0.7260176446051336,0.22798347640782596,8.047561191953719,1.879594847559929,37_d369e1df-1e7e-497f-9f6e-457a4537dae3_E6_1_2071.dat,E6_1_2071.h5,04350_D2-T2_d369e1df-1e7e-497f-9f6e-457a4537dae3_000_sub_merged_merged.dat
36,3f0a6fb7-02a1-4b02-98f4-cacdf3404cc6,SobolBatch_33,,0.038414061,0.056152758,0.5709951481926254,0.33443803209811457,4.167885955423117,12.915780125185846,38_3f0a6fb7-02a1-4b02-98f4-cacdf3404cc6_E7_1_2072.dat,E7_1_2072.h5,04353_D3-T2_3f0a6fb7-02a1-4b02-98f4-cacdf3404cc6_000_sub_merged_merged.dat
37,2f714d5f-d3ef-402a-b200-f70420d4b665,SobolBatch_34,,0.015087628285866234,0.055907833855599186,0.5384960146476514,0.39050852321088325,1.0316366469487548,4.877100912854076,39_2f714d5f-d3ef-402a-b200-f70420d4b665_E8_1_2073.dat,E8_1_2073.h5,04356_D4-T2_2f714d5f-d3ef-402a-b200-f70420d4b665_000_sub_merged_merged.dat
38,753d8159-f5cc-4066-bba7-f96483fd1275,SobolBatch_35,,0.005324725,0.014830002,0.682882313,0.29696295969188213,6.151944043114781,10.269832983613014,40_753d8159-f5cc-4066-bba7-f96483fd1275_F1_1_2074.dat,F1_1_2074.h5,04359_D5-T2_753d8159-f5cc-4066-bba7-f96483fd1275_000_sub_merged_merged.dat
39,93f45547-69ab-4697-b9f8-d135a3539336,SobolBatch_36,,0.021649286087602377,0.039566224,0.6088947681877762,0.3298897217959166,3.159147964790464,0.028305827,41_93f45547-69ab-4697-b9f8-d135a3539336_F2_1_2075.dat,F2_1_2075.h5,04362_D6-T2_93f45547-69ab-4697-b9f8-d135a3539336_000_sub_merged_merged.dat
40,ba48b6dc-61cf-4fdf-b885-bd71b829ff06,SobolBatch_37,,0.017700402551330624,0.073801648,0.6573514481252059,0.25114650130271915,4.072126097977161,16.883025504648685,42_ba48b6dc-61cf-4fdf-b885-bd71b829ff06_F3_1_2076.dat,F3_1_2076.h5,04365_D7-T2_ba48b6dc-61cf-4fdf-b885-bd71b829ff06_000_sub_merged_merged.dat
41,442599ff-c23d-4799-91ca-a6fd975a3262,SobolBatch_38,,0.024311885,0.061347426343709245,0.6755037797144614,0.23883690889924764,2.383694206364453,8.442416908219457,43_442599ff-c23d-4799-91ca-a6fd975a3262_F4_1_2077.dat,F4_1_2077.h5,04368_D8-T2_442599ff-c23d-4799-91ca-a6fd975a3262_000_sub_merged_merged.dat
42,860afb86-8b5f-4c57-add4-cb848251752b,SobolBatch_39,,0.030871313,0.040638263,0.6502265366511419,0.27826388683170084,1.9437178075313568,11.444708677008748,44_860afb86-8b5f-4c57-add4-cb848251752b_F5_1_2078.dat,F5_1_2078.h5,04371_D9-T2_860afb86-8b5f-4c57-add4-cb848251752b_000_sub_merged_merged.dat
43,3a5f10f3-89fb-4936-9236-39578c68aaa9,SobolBatch_40,,0.035785324,0.064210784,0.5157005475815385,0.38430334385484466,5.806913753040135,3.7013100273907185,45_3a5f10f3-89fb-4936-9236-39578c68aaa9_F6_1_2079.dat,F6_1_2079.h5,04374_D10-T2_3a5f10f3-89fb-4936-9236-39578c68aaa9_000_sub_merged_merged.dat
44,4234894f-0a8a-4701-8c99-3ca5c653de0b,SobolBatch_41,,0.013794883214868608,0.053571699,0.643634647,0.28899877034127713,3.094593279063702,13.869942761957645,46_4234894f-0a8a-4701-8c99-3ca5c653de0b_F7_1_2080.dat,F7_1_2080.h5,04377_D11-T2_4234894f-0a8a-4701-8c99-3ca5c653de0b_000_sub_merged_merged.dat
45,99910901-3179-40d0-99c6-343c40e9a73a,SobolBatch_42,,0.030070497943554073,0.06626518,0.7027529143444262,0.2009114081040025,3.6604885952547193,20.420121671631932,47_99910901-3179-40d0-99c6-343c40e9a73a_F8_1_2081.dat,F8_1_2081.h5,04380_D12-T2_99910901-3179-40d0-99c6-343c40e9a73a_000_sub_merged_merged.dat
46,be3957eb-724c-4fec-b325-93297b33bda2,SobolBatch_43,6,0.00659964,0.021233185706660152,0.5735889795534312,0.39857819490134716,6.975642947,0.9849363472312689,51_be3957eb-724c-4fec-b325-93297b33bda2_A4_0_c2_2109.dat,A4_0_c2_2109.h5,04386_E1-T2_be3957eb-724c-4fec-b325-93297b33bda2_000_sub_merged_merged.dat
47,6be3fa9f-9f2b-4305-8767-af877da9fe8e,SobolBatch_44,,0.012012316,0.072019392,0.5818204924748279,0.3341477986425161,6.219259358942509,3.9570327010005713,52_6be3fa9f-9f2b-4305-8767-af877da9fe8e_A5_0_c2_2110.dat,A5_0_c2_2110.h5,04389_E2-T2_6be3fa9f-9f2b-4305-8767-af877da9fe8e_000_sub_merged_merged.dat
48,5b0ea5ed-d693-469b-9917-02b737ba0d67,SobolBatch_45,,0.024648907856084406,0.011642319159582255,0.6975430297749117,0.26616574320942166,5.152990415692329,15.924473376944661,53_5b0ea5ed-d693-469b-9917-02b737ba0d67_A6_0_c2_2111.dat,A6_0_c2_2111.h5,04392_E3-T2_5b0ea5ed-d693-469b-9917-02b737ba0d67_000_sub_merged_merged.dat
49,1954d29b-c38f-48e6-8bd7-421584c60d89,SobolBatch_46,,0.018075289180967957,0.033137071831151846,0.7203191810059363,0.2284684579819441,1.214292180724442,11.246680207550526,54_1954d29b-c38f-48e6-8bd7-421584c60d89_A7_0_c2_2112.dat,A7_0_c2_2112.h5,04395_E4-T2_1954d29b-c38f-48e6-8bd7-421584c60d89_000_sub_merged_merged.dat
50,9468480f-cc33-4439-b6de-28e0c91dfa88,SobolBatch_47,,0.03387758,0.024552005669102074,0.6944944344973192,0.24707597997039557,6.001639529131353,12.416005292907357,55_9468480f-cc33-4439-b6de-28e0c91dfa88_A8_0_c2_2113.dat,A8_0_c2_2113.h5,04398_E5-T2_9468480f-cc33-4439-b6de-28e0c91dfa88_000_sub_merged_merged.dat
51,143b74d3-8c43-49f1-98d2-7a8c3cc2f6b9,SobolBatch_48,,0.022965680245310063,0.045946105234324935,0.5908390003852546,0.3402492141351104,1.9901100490242247,2.7904540859162807,56_143b74d3-8c43-49f1-98d2-7a8c3cc2f6b9_B1_0_c2_2114.dat,B1_0_c2_2114.h5,04401_E6-T2_143b74d3-8c43-49f1-98d2-7a8c3cc2f6b9_000_sub_merged_merged.dat
52,f19bdb3e-f1af-41a8-938a-0936963fe599,SobolBatch_control_5,,0.017380730715658967,0.048290341,0.6300414079040331,0.3042875199416756,2.8607702550000003,10.22299974,57_f19bdb3e-f1af-41a8-938a-0936963fe599_B2_0_c2_2115.dat,B2_0_c2_2115.h5,04404_E7-T2_f19bdb3e-f1af-41a8-938a-0936963fe599_000_sub_merged_merged.dat
53,47c3fdb1-9def-457d-9684-f0b8694433a5,SobolBatch_49,,0.027243860739748924,0.029876834964379675,0.5630963126257993,0.3797829916700721,2.182946234,7.315153386443855,58_47c3fdb1-9def-457d-9684-f0b8694433a5_B3_0_c2_2116.dat,B3_0_c2_2116.h5,04407_E8-T2_47c3fdb1-9def-457d-9684-f0b8694433a5_000_sub_merged_merged.dat
54,4fac3f87-1504-4986-93d2-ae467c1ce9ba,SobolBatch_50,,0.016993897,0.076121912,0.6646257440377958,0.2422584466636181,9.198742167,0.9338583145290612,59_4fac3f87-1504-4986-93d2-ae467c1ce9ba_B4_0_c2_2117.dat,B4_0_c2_2117.h5,04410_E9-T2_4fac3f87-1504-4986-93d2-ae467c1ce9ba_000_sub_merged_merged.dat
55,196df7fe-a5e9-4d8c-b753-9d00abb0051a,SobolBatch_51,,0.037898391603492204,0.015743241207674147,0.5892675678646192,0.35709079932421456,1.4000658327713609,18.969620196148757,60_196df7fe-a5e9-4d8c-b753-9d00abb0051a_B5_0_c2_2118.dat,B5_0_c2_2118.h5,04413_E10-T2_196df7fe-a5e9-4d8c-b753-9d00abb0051a_000_sub_merged_merged.dat
56,ef877122-20a5-4286-bb7a-14bf7d0e7c45,SobolBatch_52,,0.009935524,0.048375759,0.5570888594323768,0.3845998577773571,3.4900917122140527,9.422185924,61_ef877122-20a5-4286-bb7a-14bf7d0e7c45_B6_0_c2_2119.dat,B6_0_c2_2119.h5,04416_E11-T2_ef877122-20a5-4286-bb7a-14bf7d0e7c45_000_sub_merged_merged.dat
57,c9299417-9548-4fff-92d8-b9c68e488e3c,SobolBatch_53,,0.035337277,0.070912989,0.5714594324338249,0.32229030113667256,2.930985402315855,15.994323072955012,62_c9299417-9548-4fff-92d8-b9c68e488e3c_B7_0_c2_2120.dat,B7_0_c2_2120.h5,04419_E12-T2_c9299417-9548-4fff-92d8-b9c68e488e3c_000_sub_merged_merged.dat
58,a8e7d7a2-13f6-4bbf-8106-048dc5a40ec7,SobolBatch_54,7,0.019563924096524715,0.025882601616904144,0.6767804538700729,0.2777730204164982,8.478579331189394,5.432707378640771,63_a8e7d7a2-13f6-4bbf-8106-048dc5a40ec7_B8_0_c2_2121.dat,B8_0_c2_2121.h5,04422_F1-T2_a8e7d7a2-13f6-4bbf-8106-048dc5a40ec7_000_sub_merged_merged.dat
59,8776a309-5ce2-4cb7-afae-4cd761dcfef9,SobolBatch_55,,0.031391736,0.035070969,0.6368637835797853,0.29667351115494967,4.265945723280311,2.8493431583046913,64_8776a309-5ce2-4cb7-afae-4cd761dcfef9_C1_0_c2_2122.dat,C1_0_c2_2122.h5,04425_F2-T2_8776a309-5ce2-4cb7-afae-4cd761dcfef9_000_sub_merged_merged.dat
60,25f01505-5668-4804-ab0f-06cdd395dd93,SobolBatch_56,,0.010620429279282686,0.012508102441206575,0.7678985086865722,0.20897295959293843,2.577181171,22.534464122727513,65_25f01505-5668-4804-ab0f-06cdd395dd93_C2_0_c2_2123.dat,C2_0_c2_2123.h5,04428_F3-T2_25f01505-5668-4804-ab0f-06cdd395dd93_000_sub_merged_merged.dat
61,75c6771e-9849-4186-9339-6bc385c37e95,SobolBatch_57,,0.037371941,0.049499635,0.6770736309345812,0.23605479318648578,4.4246902940794826,5.853698439896107,66_75c6771e-9849-4186-9339-6bc385c37e95_C3_0_c2_2124.dat,C3_0_c2_2124.h5,04431_F4-T2_75c6771e-9849-4186-9339-6bc385c37e95_000_sub_merged_merged.dat
62,b989e35a-cbc7-49a2-a1b7-fc0b74e2b0ef,SobolBatch_58,,0.025933709480799736,0.067765447,0.6325914258686826,0.2737094173207879,5.089274439960718,2.599519304931164,67_b989e35a-cbc7-49a2-a1b7-fc0b74e2b0ef_C4_0_c2_2125.dat,C4_0_c2_2125.h5,04434_F5-T2_b989e35a-cbc7-49a2-a1b7-fc0b74e2b0ef_000_sub_merged_merged.dat
63,5bc780b1-7565-40b3-a3e6-ab28ae987cd2,SobolBatch_59,,0.015831319740507752,0.055643590725958356,0.7139172504334709,0.21460783910006287,2.5241538817062974,18.703584987670183,68_5bc780b1-7565-40b3-a3e6-ab28ae987cd2_C5_0_c2_2126.dat,C5_0_c2_2126.h5,04437_F6-T2_5bc780b1-7565-40b3-a3e6-ab28ae987cd2_000_sub_merged_merged.dat
64,c6f1e48e-3264-47f9-8da5-0586be43894d,SobolBatch_60,,0.020725284823682154,0.036222063,0.6617187109501101,0.2813339415937662,1.1676296144723892,19.392993645742536,69_c6f1e48e-3264-47f9-8da5-0586be43894d_C6_0_c2_2127.dat,C6_0_c2_2127.h5,04440_F7-T2_c6f1e48e-3264-47f9-8da5-0586be43894d_000_sub_merged_merged.dat
65,a7f58ce6-11ea-4da9-87e7-1a11032e29ab,SobolBatch_61,4,0.029161289,0.021561967078596356,0.7204188248347492,0.22885791957378387,4.227659058757126,5.248035779222846,70_a7f58ce6-11ea-4da9-87e7-1a11032e29ab_C7_0_c2_2128.dat,C7_0_c2_2128.h5,04443_F8-T2_a7f58ce6-11ea-4da9-87e7-1a11032e29ab_000_sub_merged_merged.dat
66,4356786c-177a-45a2-a2c9-36ce1e03c05b,SobolBatch_62,,0.003820409,0.038567789,0.7124762449446134,0.24513555765151976,9.969318203,0.5345799867063761,71_4356786c-177a-45a2-a2c9-36ce1e03c05b_C8_0_c2_2129.dat,C8_0_c2_2129.h5,04446_F9-T2_4356786c-177a-45a2-a2c9-36ce1e03c05b_000_sub_merged_merged.dat
67,0d43602f-ca7c-40d3-9847-9572f02303b1,SobolBatch_63,,0.018174750509206205,0.065730253,0.5751282546459697,0.34096674174070357,3.273015918210149,11.12942235544324,72_0d43602f-ca7c-40d3-9847-9572f02303b1_D1_0_c2_2130.dat,D1_0_c2_2130.h5,04449_F10-T2_0d43602f-ca7c-40d3-9847-9572f02303b1_000_sub_merged_merged.dat
